PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO453398,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$151691.64,01/02/2013,"DC PREPARATORY ACADEMY,PCS",707 EDGEWOOD STREET NE   ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO455002,COUNCIL OF THE DISTRICT OF COLUMBIA,ADMINISTRATIVE CONSULTING 06,$35000.00,01/23/2013,"GRANICUS, INC.",600 HARRISON STREET STE 120  ; SAN JOSE  ; CA  ; 95161-,SAN JOSE  ,CA
PO454961,DEPARTMENT OF CORRECTIONS,"BOOTS, LEATHER 08",$58147.00,01/23/2013,THE HAMILTON GROUP,4406 GAULT PLACE NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO454943,OFFICE OF CHIEF TECHNOLOGY OFFICER,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$6558.92,01/23/2013,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO450590-V2,METROPOLITAN POLICE DEPARTMENT,"MOTORCYCLES, BICYCLES, MOTOR SCOOTERS, AND TRUCKSTERS (INCLUDING GOLF CARTS), MAINTENANCE AND REPAIR 62",$40000.00,01/23/2013,ARROW BICYCLE,5108 BALTIMORE AVENUE  ; HYATTSVILLE  ; MD  ; 20781-0781,HYATTSVILLE  ,MD
PO455001,COUNCIL OF THE DISTRICT OF COLUMBIA,MOVING SERVICES 56,$9500.00,01/23/2013,"INTERIOR DIMENSIONS GROUP, INC","58 FLORIDA AVENUE, NW   ; WASHINGTON  ; DC  ; 20001-0001",WASHINGTON  ,DC
PO455004,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$300000.00,01/23/2013,INGRAM LIBRARY SERVICES,ONE INGRAM BLVD   ; LAVERGNE  ; TN  ; 37086-,LAVERGNE  ,TN
PO455025,OFFICE OF PEOPLE'S COUNSEL,MEMBERSHIP DUES 48,$10693.00,01/23/2013,NAT'L ASSOC. OF STATE UTILITY,8380 COLESVILLE ROAD                               SUITE 101  ; SILVER SPRING  ; MD  ; 20910,SILVER SPRING  ,MD
PO455007,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$10000.00,01/23/2013,MULTI CULTURAL BOOKS&VIDEOS,28880 SOUTHFIELD ROAD                              SUITE 1  ; LATHRUP VILLAGE  ; MT  ; 48070,LATHRUP VILLAGE  ,MT
PO449591-V3,METROPOLITAN POLICE DEPARTMENT,"MOTORCYCLES, BICYCLES, MOTOR SCOOTERS, AND TRUCKSTERS (INCLUDING GOLF CARTS), MAINTENANCE AND REPAIR 62",$40000.00,01/23/2013,CAPITOL HILL BIKES,719 8TH STREET SE  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO450228-V2,DEPARTMENT ON DISABILITY SERVICES,EMPLOYMENT GENERATING ACTIVITIES 39,$44426.64,01/23/2013,SCHOOLTALK INC,"1111 14TH STREET, NW #510   ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO454990,OFFICE OF MUNICIPAL PLANNING,PRINTING ON RECYCLED STOCK 75,$3504.00,01/23/2013,PREMIER OFFICE & MEDICAL SUPPLY DBA: PREMIER SUPPLIERS,1020 49TH STREET NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO454997,COUNCIL OF THE DISTRICT OF COLUMBIA,MOVING SERVICES 56,$8500.00,01/23/2013,"INTERIOR DIMENSIONS GROUP, INC","58 FLORIDA AVENUE, NW   ; WASHINGTON  ; DC  ; 20001-0001",WASHINGTON  ,DC
PO454999,COUNCIL OF THE DISTRICT OF COLUMBIA,MOVING SERVICES 56,$15000.00,01/23/2013,"INTERIOR DIMENSIONS GROUP, INC","58 FLORIDA AVENUE, NW   ; WASHINGTON  ; DC  ; 20001-0001",WASHINGTON  ,DC
PO455000,COUNCIL OF THE DISTRICT OF COLUMBIA,MOVING SERVICES 56,$9500.00,01/23/2013,"INTERIOR DIMENSIONS GROUP, INC","58 FLORIDA AVENUE, NW   ; WASHINGTON  ; DC  ; 20001-0001",WASHINGTON  ,DC
PO454998,COUNCIL OF THE DISTRICT OF COLUMBIA,MOVING SERVICES 56,$8500.00,01/23/2013,"INTERIOR DIMENSIONS GROUP, INC","58 FLORIDA AVENUE, NW   ; WASHINGTON  ; DC  ; 20001-0001",WASHINGTON  ,DC
PO449920-V2,OFFICE OF CONTRACTING AND PROCUREMENT,COPY MACHINE MAINTENANCE AND REPAIR 27,$6786.00,01/23/2013,MERIDIAN IMAGING SOLUTIONS,5775 GENERAL WASHINGTON DRIVE   ; ALEXANDRIA  ; VA  ; 22312-,ALEXANDRIA  ,VA
PO455005,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$400000.00,01/23/2013,BAKER & TAYLOR INC,2550 W. TAYVOLA ROAD                               SUITE 300  ; CHARLOTTE  ; NC  ; 28217,CHARLOTTE  ,NC
PO441801-V2,OFFICE OF UNIFIED COMMUNICATIONS,COMPUTER SOFTWARE CONSULTING 29,$151140.00,01/23/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO440942-V2,OFFICE OF UNIFIED COMMUNICATIONS,COMPUTER SOFTWARE CONSULTING 29,$198660.00,01/23/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO447593-V2,CHILD AND FAMILY SERVICES,COMPUTER HARDWARE CONSULTING 28,$141580.00,01/23/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO440941-V2,OFFICE OF UNIFIED COMMUNICATIONS,COMPUTER SOFTWARE CONSULTING 29,$27082.50,01/23/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO454761,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$11390.00,01/23/2013,GOVERNMENT PRINTING OFFICE (GP,732 NORTH CAPITAL STREET NW                        MAIL STOP C830  ; WASHINGTON  ; DC  ; 20401,WASHINGTON  ,DC
PO454928,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$60000.00,01/23/2013,ASIAN PACIFIC AMER. LEGAL RES.,"1012 14TH, NW SUITE 450   ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO455014,DEPARTMENT OF GENERAL SERVICES,"FENCE INSTALLATION, MAINTENANCE AND REPAIR 15",$20000.00,01/23/2013,LONG FENCE COMPANY INC,8545 EDGEWORTH DRIVE   ; CAPITOL HEIGHTS  ; MD  ; 20743-,CAPITOL HEIGHTS  ,MD
PO455028,DEPARTMENT OF GENERAL SERVICES,"FENCE INSTALLATION, MAINTENANCE AND REPAIR 15",$75000.00,01/23/2013,LONG FENCE COMPANY INC,8545 EDGEWORTH DRIVE   ; CAPITOL HEIGHTS  ; MD  ; 20743-,CAPITOL HEIGHTS  ,MD
PO394709-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER NETWORK CONSULTING 30,$84040.80,01/23/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO454980,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$40971.00,01/23/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO441774-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$76800.00,01/23/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO447592-V2,CHILD AND FAMILY SERVICES,COMPUTER HARDWARE CONSULTING 28,$141500.00,01/23/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO396389-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER NETWORK CONSULTING 30,$48409.10,01/23/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO440943-V2,OFFICE OF UNIFIED COMMUNICATIONS,COMPUTER SOFTWARE CONSULTING 29,$191620.00,01/23/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO447590-V2,CHILD AND FAMILY SERVICES,COMPUTER HARDWARE CONSULTING 28,$141580.00,01/23/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO454979,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$21574.40,01/23/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO454929,DEPARTMENT OF GENERAL SERVICES,"ARCHITECT SERVICES, PROFESSIONAL 07",$169430.00,01/23/2013,"CORE GROUP, PC","1010 WISCONSIN AVENUE, N.W. SUITE 405  ; WASHINGTON  ; DC  ; 20007-",WASHINGTON  ,DC
PO454946,DEPARTMENT OF HUMAN SERVICES,SOFTWARE MAINTENANCE/SUPPORT 45,$15767.00,01/23/2013,SPL SOFTWARE LTD,3B YONI NETANYAHU STREET                           PO BOX 551  ; OR-YEHUDA  ;    ; 60200,OR-YEHUDA  ,
PO454948,METROPOLITAN POLICE DEPARTMENT,MOVING SERVICES 56,$3290.00,01/23/2013,"METRO OFFICE SYSTEMS, INC.",12222 MAYCHECK LANE  ; BOWIE  ; MD  ; 20715,BOWIE  ,MD
PO454950,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$100000.00,01/23/2013,MIDTOWN PERSONNEL INC,"900 7TH STREET, NW SUITE 725  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO454949,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$100000.00,01/23/2013,MIDTOWN PERSONNEL INC,"900 7TH STREET, NW SUITE 725  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO454977,OFFICE OF MOTION PICTURES & TELEVISION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$18664.80,01/23/2013,MIDTOWN PERSONNEL INC,"900 7TH STREET, NW SUITE 725  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO454983,METROPOLITAN POLICE DEPARTMENT,"APPLICATIONS SOFTWARE FOR MICROCOMPUTER SYSTEMS: BUSINESS, MATHEMATICAL/STATISTICAL, MEDICAL, SCIENTIFIC, ETC. 07",$9180.00,01/23/2013,REED ELSEVIER INCORPORATED,225 WYMAN STREET  ; WYMAN  ; MA  ; 02451,WYMAN  ,MA
PO454996,DEPARTMENT ON DISABILITY SERVICES,EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$25523.20,01/23/2013,"NATIONAL ASSOCIATES, INC.","1368 IRIS STREET, NW   ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO440921-V2,DC PUBLIC LIBRARY,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$12880.00,01/23/2013,"STUART B. CONSULTANTS, INC.","8555 16TH STREET, STE. 300  ; SILVER SPRING  ; MD  ; 20910",SILVER SPRING  ,MD
PO455026,OFFICE OF PEOPLE'S COUNSEL,COURT REPORTING SERVICES 24,$3200.00,01/23/2013,NEAL R GROSS & CO INC,1323 RHODE ISLAND AVE NW   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO455031,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$566662.40,01/23/2013,UNITED PLANNING ORGANIZATION,"301 RHODE ISLAND AVENUE, NW   ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO451732,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$24000.00,01/23/2013,PATRICIA M SITAR CENTER,"FOR THE ARTS 1700 KALORAMA RD NW, SUITE 101  ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO454934,DEPARTMENT OF GENERAL SERVICES,GENERAL CONSTRUCTION - ARCHITECTURAL 38,$1500000.00,01/23/2013,KEYSTONE PLUS CONSTRUCTION COR,"1600 K STREET, N.W. SUITE 350  ; WASHINGTON  ; DC  ; 20006-",WASHINGTON  ,DC
PO454940,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$75000.00,01/23/2013,ANSWER STAFFING,1325 G STREET NW SUITE 500  ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO454982,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TEACHING AND INSTRUCTION SERVICES  (INCLUDING ELEMENTARY AND SECONDARY EDUCATION, HIGHER EDUCATION AND ADULT EDUCATION) 78",$95500.00,01/23/2013,CULTURAL ALLIANCE OF GREATER,975 F STREET NW    ; WASHINGTON  ; DC  ; 20004-1479,WASHINGTON  ,DC
PO454952,DEPARTMENT OF TRANSPORTATION,"CREDIT CARD, CHARGE CARD SERVICES 35",$4200.00,01/23/2013,WASH METRO AREA TRANSIT AUTH,600 5TH STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO455019,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BUS TRANSPORTATION SERVICES, SCHOOL 16",$6600.00,01/23/2013,CAPITOL ENTERTAINMENT,"SERVICES, INC                                      3629 18TH STREET, NE  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO455029,DISTRICT DEPARTMENT OF THE ENVIRONMENT,ENVIRONMENTAL SERVICES (NOT OTHERWISE CLASSIFIED) 42,$4000.00,01/23/2013,PEOPLE ANIMALS LOVE,"731 8TH STREET, SE, SUITE 301   ; WASHINGTON  ; DC  ; 20003-",WASHINGTON  ,DC
PO454930,COUNCIL OF THE DISTRICT OF COLUMBIA,ADMINISTRATIVE CONSULTING 06,$150000.00,01/23/2013,DATA NET SYSTEMS CORP,1201 - 15TH STREET NW SUITE 210  ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO454981,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$396000.00,01/23/2013,"DELTA-T GROUP,VIRGINIA INC.",8320 OLD COURTHOUSE RD.                            STE# 302  ; VIENNA  ; VA  ; 22182,VIENNA  ,VA
PO455045,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$105497.75,01/23/2013,"NCS PEARSON, INC",5601 GREEN VALLEY DRIVE  ; BLOOMINGTON  ; MN  ; 55437,BLOOMINGTON  ,MN
PO454959,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROGRAM/PROJECT DEVELOPMENT AND MANAGEMENT SERVICES 56,$3000.00,01/23/2013,LIVE IT LEARN IT,735 8TH ST. SE. STE 300   ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO454955,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$5000.00,01/23/2013,LIVE IT LEARN IT,735 8TH ST. SE. STE 300   ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO454951,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$11962.00,01/23/2013,SOFTWARE DIVERSIFIED SRVCS,SUITE 411                                          5155 EAST RIVER ROAD  ; MINNEAPOLIS  ; MN  ; 55421,MINNEAPOLIS  ,MN
PO454770-V2,DEPARTMENT OF GENERAL SERVICES,GASTROINTESTINAL DRUGS 56,$4161.50,01/23/2013,"EACCESS SOLUTIONS, INC.",407 N. QUENTIN RD.  ; PALATINE  ; IL  ; 60067,PALATINE  ,IL
PO454954,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$4995.00,01/23/2013,UNIVERSITY N.H. I.O.D.,10 WEST EDGE DRIVE SUITE 101  ; DURHAM  ; NH  ; 03301-,DURHAM  ,NH
PO454957,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$60000.00,01/23/2013,SPERO TECHNOLOGIES,2300 M STREET NW STE 800  ; WASHINGTON  ; DC  ; 20037-,WASHINGTON  ,DC
PO455006,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$30000.00,01/23/2013,THE GALE GROUP,27500 DRAKE ROAD   ; FARMINGTON HILLS  ; MI  ; 48331-3535,FARMINGTON HILLS  ,MI
PO455022,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISPLAYS, EDUCATIONAL: KITS, MODELS, PLAQUES, ETC. 44",$15000.00,01/23/2013,RESEARCH FOR BETTER TEACHING,ONE ACTON PLACE  ; ACTON  ; MA  ; 01720,ACTON  ,MA
PO448883-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$40320.00,01/23/2013,JENNIFER AZZARITI,"1855 INGLESIDE TER, NW  ; WASHINGTON  ; DC  ; 20010",WASHINGTON  ,DC
PO455003,OFFICE OF CHIEF FINANCIAL OFFICER,COLLECTION SERVICES 33,$175000.00,01/23/2013,MBIA,7335 NORTH PALM BLUFFS DRIVE   ; FRESNO  ; CA  ; 93711-,FRESNO  ,CA
PO454941,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SOFTWARE MAINTENANCE/SUPPORT 45,$93505.48,01/23/2013,FOLLETT SOFTWARE CO.,1391 CORPORATE DR  ; MCHENRY  ; IL  ; 60050,MCHENRY  ,IL
PO454937,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TEXTBOOKS: 6TH THRU 8TH GRADE (INCLUDES STUDENT AND TEACHER EDITIONS) 86,$3959.01,01/23/2013,MCGRAW-HILL COMPANIES,1221 AVENUE OF THE AMERICAS ST   ; NEW YORK  ; NY  ; 10020-,NEW YORK  ,NY
PO454995,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$1179373.00,01/23/2013,BROUGHTON CONSTRUCTION,"1050 17TH ST. NW, STE.440   ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO455046,DEPARTMENT OF HUMAN SERVICES,"MONITORING SERVICES, STRUCTURAL 68",$3777.55,01/24/2013,"KEYSTONE US MANAGEMENT, INC",TYCO FIRE & SECURITY LLC 1501 YAMATO RD  ; BOCA RATON  ; FL  ; 33431-4438,BOCA RATON  ,FL
PO455058,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL/CUSTODIAL SERVICES 39,$17438.57,01/24/2013,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO455049,DEPARTMENT OF GENERAL SERVICES,JANITORIAL/CUSTODIAL SERVICES 39,$8950.00,01/24/2013,"GNT GROUP, LLC",1503 9TH ST.NW #202  ; WASHINGTON   ; DC  ; 20001,WASHINGTON   ,DC
PO455050,DEPARTMENT OF GENERAL SERVICES,JANITORIAL/CUSTODIAL SERVICES 39,$9500.00,01/24/2013,"GNT GROUP, LLC",1503 9TH ST.NW #202  ; WASHINGTON   ; DC  ; 20001,WASHINGTON   ,DC
PO455089,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$25000.00,01/24/2013,"TIME TRADE SYSTEM, INC",3 HIGHWOOD DRIVE STE 3-101E  ; TEWKSBURY  ; MA  ; 01876,TEWKSBURY  ,MA
PO455092,DEPARTMENT OF GENERAL SERVICES,SITE ASSESSMENT AND SITE FIELD OBSERVATION 75,$350020.34,01/24/2013,"ROOF EXPRESS, LLC",6312 S.FIDDLERS GREEN CIRCLE  SUITE 100E  ; GREENWOOD VILLAGE   ; CO  ; 80111,GREENWOOD VILLAGE   ,CO
PO455099,DEPARTMENT OF GENERAL SERVICES,SITE ASSESSMENT AND SITE FIELD OBSERVATION 75,$237304.47,01/24/2013,"ROOF EXPRESS, LLC",6312 S.FIDDLERS GREEN CIRCLE  SUITE 100E  ; GREENWOOD VILLAGE   ; CO  ; 80111,GREENWOOD VILLAGE   ,CO
PO455090,DEPARTMENT OF GENERAL SERVICES,SITE ASSESSMENT AND SITE FIELD OBSERVATION 75,$214103.37,01/24/2013,"ROOF EXPRESS, LLC",6312 S.FIDDLERS GREEN CIRCLE  SUITE 100E  ; GREENWOOD VILLAGE   ; CO  ; 80111,GREENWOOD VILLAGE   ,CO
PO455091,EQUIPMENT LEASE - CAPITAL,"COMMUNICATION CONTROL UNITS: CONCENTRATORS, MULTIPLEXORS, COUPLERS, ETC. 21",$67833.85,01/24/2013,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO455096,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"VIDEO AND AUDIO SYSTEMS, ACCESSORIES AND PARTS (CLOSED CIRCUIT TV) (INCLUDING SURVEILLANCE TYPE) 84",$269055.51,01/24/2013,RAPISCAN SECURITY PRODUCTS INC,2805 COLUMBIA STREET    ; TORRANCE   ; CA  ; 90503-,TORRANCE   ,CA
PO447872-V2,DEPART OF YOUTH REHABILITATION SERVICES,TRANSFORMER (HIGH VOLTAGE) MAINTENANCE AND REPAIR 87,$20000.00,01/24/2013,"GENERAL SERVICES, INC.","3613 GEORGIA AVENUE, NW   ; WASHINGTON  ; DC  ; 20010-1620",WASHINGTON  ,DC
PO453980,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",$3000.00,01/24/2013,MFRI,UNIVERSITY OF MARYLAND                             3501 UNIVERSITY BLVD. EAST  ; ADELPHI  ; MD  ; 20783,ADELPHI  ,MD
PO455057,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$7703.93,01/24/2013,SECURITY STORAGE OF WASHINGTON,"1701 FLORIDA AVENUE, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO455080,DEPARTMENT OF FORENSICS SCIENCES,FORENSIC SERVICES 40,$5150.00,01/24/2013,COLLABORATIVE TESTING SERVICES,21331 GENTRY DRIVE  ; STERLING  ; VA  ; 20166,STERLING  ,VA
PO455053,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",$4709.00,01/24/2013,STRAYER UNIVERSITY,2303 DULLES STAT. BLVD. M/S 6A   ; HERNDON  ; VA  ; 20171-,HERNDON  ,VA
PO445895-V2,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$100000.00,01/24/2013,"K. NEAL INTERNATIONAL TRUCK, I",5000 TUXEDO ROAD  ; TUXEDO  ; MD  ; 20781,TUXEDO  ,MD
PO449314-V3,HOMELAND SECURITY GRANTS,ADMINISTRATIVE CONSULTING 06,$31201.83,01/24/2013,MIDTOWN PERSONNEL INC,"900 7TH STREET, NW SUITE 725  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO455064,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,$40000.00,01/24/2013,"SKILLS ON THE HILL, LLC","201 8TH STREET, NE SUITE 300  ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO455078,DEPARTMENT OF TRANSPORTATION,CONSTRUCTION MANAGEMENT SERVICES 26,$1621248.28,01/24/2013,HNTB CORPORATION,715 KIRK DRIVE  ; KANSAS CITY  ; KS  ; 64105,KANSAS CITY  ,KS
PO455093,DEPARTMENT OF HUMAN SERVICES,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,$64970.60,01/24/2013,MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO455061,DEPARTMENT OF TRANSPORTATION,EDUCATION AND TRAINING CONSULTING 38,$16750.00,01/24/2013,NCC/ACI,"7500 OLD GEORGETOWN ROAD, 4 FL   ; BETHESDA  ; MD  ; 20814-",BETHESDA  ,MD
PO455060,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$3900.00,01/24/2013,DR RICHARD H CONANT,5530 WISCONSIN AVENUE                              SUITE 1616  ; CHEVY CHASE  ; MD  ; 20815,CHEVY CHASE  ,MD
PO454130,METROPOLITAN POLICE DEPARTMENT,SOFTWARE MAINTENANCE/SUPPORT 45,$200066.00,01/24/2013,THE PITTMAN GROUP INC,"DBA/VANTIX 7059 BLAIR ROAD, NW SUITE 100  ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO455052,DEPARTMENT OF GENERAL SERVICES,FIRE EXTINGUISHER MAINTENANCE (INCLUDING RECHARGING) AND REPAIR 34,$100000.00,01/24/2013,"SILVER SPRING FIRE PROTECTION,",7389 WASHINGTON BLVD.                              SUITE 105  ; ELKRIDGE  ; MD  ; 21075,ELKRIDGE  ,MD
PO441500-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$22500.00,01/24/2013,THE WOMEN'S COLLECTIVE,1436 U ST NW                                       SUITE 200  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO455077,DEPARTMENT OF GENERAL SERVICES,MOVING SERVICES 56,$2576.00,01/24/2013,DISTRICT RELOCATORS LLC,627 ALABAMA AVE SE  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO445692-V2,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$55000.00,01/24/2013,KELLER ACQUISITION COMPANY,"DBA: FLEET PRIDE, INC. 3530 S. HANOVER STREET  ; BALTIMORE  ; MD  ; 21225-",BALTIMORE  ,MD
PO455055,DC NATIONAL GUARD,"TELEPHONE SERVICES, CELLULAR 75",$4430.00,01/24/2013,VERIZON WIRELESS,7600 MONTPELIER ROAD  ; LAUREL  ; MD  ; 20723,LAUREL  ,MD
