Name,Address/Phone,CBE#,Certification Categories,Email Address (Public Contact),Expiration Date,Public Contact Name/Phone,Address,AddwUnit,issuite
Flash Glass & Mirror Co. Inc.,"1232 4TH STREET NE, , WASHINGTON, DC / 2025262100",LSDZR8342012014,"ROB, DZE, DBE, SBE, LBE",unitedflash@aol.com,1/20/2014,Anthony Petty / 2025262100,1232 4TH ST NE,1232 4TH ST NE ,N
"FloorSpace, LLC DBA Forge Construction or Forge","1353 U STREET NW, 2nd Floor, WASHINGTON, DC / 2022347070",LSR95907022014,"ROB, SBE, LBE",Nima@FloorSpacellc.com,2/10/2014,Nima Sepasy / 2022347070,1353 U ST NW,1353 U ST NW 2,Y
"FMC & Associates, LLC","515 M STREET SE, Suite 106, WASHINGTON, DC / 2028630911",LSDZ65327052014,"DZE, DBE, SBE, LBE",Fadil.ma@fmcassoc.com,5/22/2014,Fadil Abdelfatah / 2028630911,515 M ST SE,515 M ST SE 106,Y
"FORMA Design, Inc.","1524 U STREET NW, Suite 200, WASHINGTON, DC / 2022652625",LSZR22784092013,"ROB, DZE, SBE, LBE",ac@FORMAonline.com,9/8/2013,Andreas Charalambous / 2022652625,1524 U ST NW,1524 U ST NW 200,Y
"ForMost Advance Creations, LLC","1730 17TH STREET NE, , WASHINGTON, DC / 2022696696",LSR23087102013,"ROB, SBE, LBE",john@facprint.com,10/28/2013,Allen Burriss / 2023208021,1730 17TH ST NE,1730 17TH ST NE ,N
"Forney Enterprises, Inc.","1818 NEW YORK AVENUE NE, 201, WASHINGTON, DC / 2025292140",LSDZR61259022014,"ROB, DZE, DBE, SBE, LBE",michelle@forneyent.com,2/21/2014,Keith Forney / 2025292140,1818 NEW YORK AV NE,1818 NEW YORK AV NE 201,Y
Fort Lincoln New Town Corporation,"3298 FORT LINCOLN DRIVE NE, , WASHINGTON, DC / 2022693850",LSZ90828012015,"DZE, SBE, LBE",jgaddis@fortlincolnrealty.com,1/11/2015,Juan Gaddis / 2022693850,3298 FORT LINCOLN DR NE,3298 FORT LINCOLN DR NE ,N
Fort Myer Construction Corporation,"2237 33RD STREET NE, , WASHINGTON, DC / 2026369535",LZXM12170022015,"LME, LRB, DZE, LBE",dcbonsa@yahoo.com,2/15/2015,Jose Rodriguez / 2026369535,2237 33RD ST NE,2237 33RD ST NE ,N
Four Seasons Construction,"2412 MINNESOTA AVENUE SE, 1325 G STREET NW, WASHINGTON, DC 20005, WASHINGTON, DC / 2023068854",LSDZ2339102013,"DZE, DBE, SBE, LBE",kassa.abey@yahoo.com,10/21/2013,Abey Kassa / 2023068854,2412 MINNESOTA AV SE,2412 MINNESOTA AV SE 1325,Y
"Fox Advisory Services, Inc.","1420 K STREET NW, Suite 500, WASHINGTON, DC / 2028424300",LS81527032014,"SBE, LBE",rstvan@foxadvisoryservices.com,3/30/2014,Reed Stvan /,1420 K ST NW,1420 K ST NW 500,Y
"Franck & Lohsen, Architects, Inc.","1715 N STREET NW, , WASHINGTON, DC / 2022239449",LSR14837052013,"ROB, SBE, LBE",art@francklohsen.com,5/20/2013,Arthur Lohsen / 2022239449,1715 N ST NW,1715 N ST NW ,N
frank schlesinger associates,"3210 GRACE STREET NW, #150, WASHINGTON, DC / 2023330344",LSZR88937082014,"ROB, DZE, SBE, LBE",schlesingerfaia@msn.com,8/15/2014,frank schlesinger / 2023330344,3210 GRACE ST NW,3210 GRACE ST NW 150,Y
Freeway Construction,"1402 NORTH CAPITOL STREET NW, , WASHINGTON, DC / 2026584851",LSDZ69308062013,"DZE, DBE, SBE, LBE",freeway_construction@hotmail.com,6/10/2013,James Tillman / 2026584851,1402 N CAPITOL ST NW,1402 N CAPITOL ST NW ,N
"Fresco Cleaning Services, Inc.","2703 12TH STREET NE, , WASHINGTON, DC / 2025529779",LSDZ33877072014,"DZE, DBE, SBE, LBE",ramon.tejada@frescocleaning.com,7/17/2014,Ramon Tejada / 2025529779,2703 12TH ST NE,2703 12TH ST NE ,N
Friedman Capital Advisors DC,"4344 FOREST LANE NW, , WASHINGTON, DC / 2022714200",LSDR77264022015,"ROB, DBE, SBE, LBE",bf@friedman-capital.com,2/22/2015,Brian Friedman / 2022714200,4344 FOREST LN NW,4344 FOREST LN NW ,N
"Full Circle Development, Inc.","6622 7TH PLACE NW, , WASHINGTON, DC / 4102946855",LSD80633072013,"DBE, SBE, LBE",bhavna@fullcircle-development.com,7/1/2013,Bhavna Lee / 4102946855,6622 7TH PLACE NW,6622 7TH PLACE NW ,N
"FWG Solutions, Inc.","717 D STREET NW, Suite 300, WASHINGTON, DC / 2408384675",LSDZR23004032014,"ROB, DZE, DBE, SBE, LBE",nshokano.katabana@fortiswimaxgroup.com,3/26/2014,Nshokano Katabana / 2408384675,717 D ST NW,717 D ST NW 300,Y
G&C Services & Supply Corp.,"10 G STREET NE, Suite 710, WASHINGTON, DC / 2022485070",LSZ48259122013,"DZE, SBE, LBE",ivory@gandcsupply.com,12/19/2013,Ivory Murray / 2022485070,10 G ST NE,10 G ST NE 710,Y
Gagne Parker CPAs PLLC,"1680 WISCONSIN AVENUE NW, Suite 310, WASHINGTON, DC / 2023331670",LSDR23061082014,"ROB, DBE, SBE, LBE",bgagne@gagneparker.com,8/17/2014,Bridgett Gagne / 2023331670,1680 WISCONSIN AV NW,1680 WISCONSIN AV NW 310,Y
"Galliher & Huguely Associates, Inc.","5925 BLAIR ROAD NW, , WASHINGTON, DC / 2027231000",LS59619092013,"SBE, LBE",ghuguely@aol.com,9/8/2013,Geoffrey Huguely / 2027231000,5925 BLAIR RD NW,5925 BLAIR RD NW ,N
Gardening By Design,"2421 OTIS STREET NE, , WASHINGTON, DC / 2026363687",LSDR44205112014,"ROB, DBE, SBE, LBE",daylilylandscaping@yahoo.com,11/16/2014,Lamay Adams / 2026363687,2421 OTIS ST NE,2421 OTIS ST NE ,N
"Gardiner, Kamya & Associates, PC","1015 18TH STREET NW, 200, WASHINGTON, DC / 2028571777",LSDR94922102014,"ROB, DBE, SBE, LBE",rdent@gkacpa.com,10/19/2014,Chris Gardiner / 2028571777,1015 18TH ST NW,1015 18TH ST NW 200,Y
"Gary's Lighting Party, Inc.","1010 VERMONT AVENUE NW, #714, WASHINGTON, DC / 2027831005",LS19438042013,"SBE, LBE",gpglp@aol.com,4/8/2013,Gary Pair / 2023914400,1010 VERMONT AV NW,1010 VERMONT AV NW 714,Y
"Gatekeepers Internet Marketing, Inc.","1654 33RD STREET NW, , WASHINGTON, DC / 2025542444",LSDZR38347052013,"ROB, DZE, DBE, SBE, LBE",jshepherd@giminc.biz,5/20/2013,Wavely Veney / 2025542444,1654 33RD ST NW,1654 33RD ST NW ,N
"GCS, Inc.","1800 M STREET NW, , WASHINGTON, DC / 2029446600",LZXR69744022014,"ROB, LRB, DZE, LBE",msigal@gcs-dc.com,2/10/2014,Michael Sigal / 2029446600,1800 M ST NW,1800 M ST NW ,N
General Merchandise/Supplies Unlimited,"2221 ADAMS PLACE NE, , WASHINGTON, DC / 2028328666",LSDZ51896112013,"DZE, DBE, SBE, LBE",gmsupplies@gmail.com,11/17/2013,Don McWhirter SR / 2028328666,2221 ADAMS PLACE NE,2221 ADAMS PLACE NE ,N
"General Security Services Consultants, GG,LLC","3840 SOUTH CAPITOL STREET SE, , WASHINGTON, DC / 2023447306",LSDZ65535082013,"DZE, DBE, SBE, LBE",gege_wilson@yahoo.com,8/19/2013,Geneva Wilson / 2023447306,3840 S CAPITOL ST SE,3840 S CAPITOL ST SE ,N
"General Services and Marketing, Inc.(GSaM)","717 D STREET NW, , WASHINGTON, DC / 2023479402",LSDR38581052014,"ROB, DBE, SBE, LBE",sima@g-sam.com,5/25/2014,Sima Samiy / 2023479402,717 D ST NW,717 D ST NW ,N
"General Services, Inc.","3613 GEORGIA AVENUE NW, , WASHINGTON, DC / 2025450127",LSDZR91933122014,"ROB, DZE, DBE, SBE, LBE",info@gsidcworld.com,12/20/2014,Monreti Akinleye / 2025450127,3613 GEORGIA AV NW,3613 GEORGIA AV NW ,N
"Genis Design, PC","2320 20TH STREET NW, , WASHINGTON, DC / 2026745265",LSR90338082013,"ROB, SBE, LBE",tomgenis@aol.com,8/12/2013,Thomas Genis / 2026745265,2320 20TH ST NW,2320 20TH ST NW ,N
"George L. Nichols & Associates, LLC","505 G STREET NE, , WASHINGTON, DC / 2024227315",LSR99603062013,"ROB, SBE, LBE",glnicky@aol.com,6/10/2013,George Nichols / 2024227315,505 G ST NE,505 G ST NE ,N
"Georgetown Floorcoverings, Inc.","3233 K STREET NW, , WASHINGTON, DC / 2029653200",LSX88951012015,"LRB, SBE, LBE",GTWNFLR@aol.com,1/11/2015,Ronald Swarthout / 2029653200,3233 K ST NW,3233 K ST NW ,N
Gerbie Development LLC,"1230 31ST STREET NW, , WASHINGTON, DC / 2026423766",LSR45791062014,"ROB, SBE, LBE",info@boundarystreet.com,6/11/2014,Office Manager / 2026423766,1230 31ST ST NW,1230 31ST ST NW ,N
"Get It Done Now, LLC","4021 KANSAS AVENUE NW, , WASHINGTON, DC / 2024865326",LSDZR57334042014,"ROB, DZE, DBE, SBE, LBE",yjross@gmail.com,4/13/2014,Yvette Ross / 2024865326,4021 KANSAS AV NW,4021 KANSAS AV NW ,N
"GIANT-SMIDEKS, INC","1712 I STREET NW, , WASHINGTON, DC / 2024489607",LSD88338042014,"DBE, SBE, LBE",shola@g-smideks.com,4/20/2014,SHOLA BALOGUN / 2024489607,1712 I ST NW,1712 I ST NW ,N
Gilford Construction Corporation,"2526 PENNSYLVANIA AVENUE SE, 2nd Floor, WASHINGTON, DC / 2025812526",LSZR84012072014,"ROB, DZE, SBE, LBE",gcfrontdesk@gilfordcorp.com,7/12/2014,Louis Henry Gilford / 2025812526,2526 PENNSYLVANIA AV SE,2526 PENNSYLVANIA AV SE 2,Y
Ginicorp dba JE Technologies,"601 PENNSYLVANIA AVENUE NW, 900-9004 South, WASHINGTON, DC / 2024403579",LSDZ67110022015,"DZE, DBE, SBE, LBE",mikem@ginicorp.com,2/11/2015,Ginger Master / 2024411055,601 PENNSYLVANIA AV NW,601 PENNSYLVANIA AV NW 900,Y
"G-Land Uniforms, Inc.","1516 WISCONSIN AVENUE NW, , WASHINGTON, DC / 2023333583",LSZ35652072014,"DZE, SBE, LBE",glandinc@hotmail.com,7/25/2014,Bok S Hwang / 2023333583,1516 WISCONSIN AV NW,1516 WISCONSIN AV NW ,N
Glo Electrical Service,"3322 ALDEN PLACE NE, , WASHINGTON, DC / 2023998236",LSDR95442012015,"ROB, DBE, SBE, LBE",gregoriaisrael1@verizon.net,1/4/2015,Gregoria Israel / 3016424505,3322 ALDEN PLACE NE,3322 ALDEN PLACE NE ,N
"Global Consulting, Inc.","1818 NEW YORK AVENUE NE, Suite 111, WASHINGTON, DC / 2028321433",LSZ28742122013,"DZE, SBE, LBE",globalconsulting@bellsouth.net,12/2/2013,Emma Staedtler / 2028321433,1818 NEW YORK AV NE,1818 NEW YORK AV NE 111,Y
"Global Government and Industry Partners, LLC (2GIP)","1515 LAWRENCE STREET NE, , WASHINGTON, DC / 2025283013",LSDR23200032013,"ROB, DBE, SBE, LBE",Coreyg@2gip.com,3/18/2013,Corey Arnez Griffin / 2025283013,1515 LAWRENCE ST NE,1515 LAWRENCE ST NE ,N
GNT Group LLC,"1503 9TH STREET NW, , WASHINGTON, DC / 2026704262",LSDZ75057062014,"DZE, DBE, SBE, LBE",gmeshas@yahoo.com,6/27/2014,GENET MERSHA / 2024688977,1503 9TH ST NW,1503 9TH ST NW ,N
"Goel Services, Inc.(formerly Goel Construction Service, Inc.)","6201 DIX STREET NE, , WASHINGTON, DC / 2024570111",LDZR25477122014,"ROB, DZE, DBE, LBE",pj.goel@8a.com,12/20/2014,PJ Goel / 2024570111,6201 DIX ST NE,6201 DIX ST NE ,N
"Goldin & Stafford, Inc.","7826 EASTERN AVENUE NW, Suite 306, WASHINGTON, DC / 2028822600",LS85726042013,"SBE, LBE",bmattingly@goldinandstafford.com,4/8/2013,Brian Mattingly / 2028822600,7826 EERN AV NW,7826 EERN AV NW 306,Y
"Gorove/Slade Associates, Inc.","1140 CONNECTICUT AVENUE NW, Suite 600, WASHINGTON, DC / 2022968625",LS1306122013,"SBE, LBE",dan.vanpelt@goroveslade.com,12/8/2013,Daniel VanPelt / 2022968625,1140 CONNECTICUT AV NW,1140 CONNECTICUT AV NW 600,Y
"GRAGG & ASSOCIATES DC, LLC","7603 GEORGIA AVENUE NW, , WASHINGTON, DC / 2022460064",LS86363012015,"SBE, LBE",haaziqg@gmail.com,1/11/2015,HAAZIQ Gragg / 2022460064,7603 GEORGIA AV NW,7603 GEORGIA AV NW ,N
"Graves, Horton, Askew & Johns, LLC","1750 K STREET NW, Suite 200, WASHINGTON, DC / 2028726483",LSDR85883022014,"ROB, DBE, SBE, LBE",laskew@ghajfirm.com,2/15/2014,Lewis Askew / 2028726483,1750 K ST NW,1750 K ST NW 200,Y
Great American Corporation,"2335 BLADENSBURG ROAD NE, , WASHINGTON, DC / 2028325111",LSDZ44055122013,"DZE, DBE, SBE, LBE",dutchmilld@aol.com,12/20/2013,Meseretu Amare / 2028325111,2335 BLADENSBURG RD NE,2335 BLADENSBURG RD NE ,N
GreeCon Group,"1308 9TH STREET NW, STE 301, WASHINGTON, DC / 2027425925",LSDZ35215052013,"DZE, DBE, SBE, LBE",brodgers@greecongroup.com,5/27/2013,Brandey Rodgers / 2027425925,1308 9TH ST NW,1308 9TH ST NW 301,Y
"Green Door Advisors, LLC","231 VAN BUREN STREET NW, , WASHINGTON, DC / 2022340726",LSDR29366042013,"ROB, DBE, SBE, LBE",mgaither@greendooradvisors.com,4/29/2013,Marisa Gaither Flowers / 2022340726,231 VAN BUREN ST NW,231 VAN BUREN ST NW ,N
Green Leaf T/A A-3 Home Inspection & Improvement LLC,"5705 1ST STREET NW, , WASHINGTON, DC / 2023295029",LSDR40316102014,"ROB, DBE, SBE, LBE",info@greenleafenergyservices.com,10/5/2014,Emmett Henderson / 2023295029,5705 1ST ST NW,5705 1ST ST NW ,N
GreenShape LLC,"1001 CONNECTICUT AVENUE NW, Suite 704, WASHINGTON, DC / 2025441400",LS9819122013,"SBE, LBE",HilaryDowden@greenshape.com,12/8/2013,Iris Amdur / 2025441400,1001 CONNECTICUT AV NW,1001 CONNECTICUT AV NW 704,Y
"Greichan Development, LLC (formerly Pentium Development)","1623 UPSHUR STREET NW, , WASHINGTON, DC / 2024947032",LSDR59021032014,"ROB, DBE, SBE, LBE",gdb923000@aol.com,3/19/2014,Gregory Booker / 2024947032,1623 UPSHUR ST NW,1623 UPSHUR ST NW ,N
Grotheer & Company,"1612 K STREET NW, Suite LL3, WASHINGTON, DC / 2022235752",LS62897062014,"SBE, LBE",jsmith@grotheer.com,6/29/2014,Dieter Grotheer / 2022235752,1612 K ST NW,1612 K ST NW 3,Y
GT Contracting Corporation,"1447 PENNSYLVANIA AVENUE SE, , WASHINGTON, DC / 2025445155",LSDZ57251032014,"DZE, DBE, SBE, LBE",jac5325@aol.com,3/16/2014,Jeffrey Clum / 2025445155,1447 PENNSYLVANIA AV SE,1447 PENNSYLVANIA AV SE ,N
"H & L Builders, LLC","3910 9TH STREET NE, Suite #1, WASHINGTON, DC / 2026368300",LSDR39353052013,"ROB, DBE, SBE, LBE",hlbuilders@msn.com,5/13/2013,Henry Lindo / 2026368300,3910 9TH ST NE,3910 9TH ST NE 1,Y
H Street Investment Corporation,"501 H STREET NE, , WASHINGTON, DC / 2025448353",LS23566082014,"SBE, LBE",kenneth.brewer@Hstreetcdc.org,8/17/2014,Kenneth Brewer / 2025448353,501 H ST NE,501 H ST NE ,N
Hamel Builders of Washington LLC,"2520 PENNSYLVANIA AVENUE SE, , WASHINGTON, DC / 2025842100",L94937042013,LBE,oam@hamelbuilders.com,4/14/2013,Oscar Maccio / 2025842100,2520 PENNSYLVANIA AV SE,2520 PENNSYLVANIA AV SE ,N
Hard Light Consulting Group,"3127 MARTIN LUTHER KING JR AVENUE SE, , WASHINGTON, DC / 2022320355",LSDZR65206032014,"ROB, DZE, DBE, SBE, LBE",don@hlcg.biz,3/20/2014,Don Smith / 2022320355,3127 MARTIN LUTHER KING JR AV SE,3127 MARTIN LUTHER KING JR AV SE ,N
"Hardy & Son Trucking, Inc.","3215 MARTIN LUTHER KING JR AVENUE SE, , WASHINGTON, DC / 2025437969",LSDZR24471052013,"ROB, DZE, DBE, SBE, LBE",hardyandsoninc@aol.com,5/20/2013,John A. Hardy Sr. / 2025635201,3215 MARTIN LUTHER KING JR AV SE,3215 MARTIN LUTHER KING JR AV SE ,N
"Harris & Company, Inc.","900 2ND STREET NE, Suite 308B, WASHINGTON, DC / 2022160303",LSDZR77108092013,"ROB, DZE, DBE, SBE, LBE",cynthia@eharriscompany.com,9/23/2013,Cynthia Harris / 2022566590,900 2ND ST NE,900 2ND ST NE 308,Y
"Harrison & Harrison, LLC","5103 YUMA STREET NW, , WASHINGTON, DC / 3013467005",LSR94008052013,"ROB, SBE, LBE",chris@harrisonandharrisonllc.com,5/13/2013,Chris Harrison / 2026459339,5103 YUMA ST NW,5103 YUMA ST NW ,N
"Harrison, Maldonado Associates, Inc.","1101 17TH STREET NW, Suite 602, WASHINGTON, DC / 2023420676",LS51668102014,"SBE, LBE",mdimaggio@hmaassociates.com,10/26/2014,Mary DiMaggio / 2023420676,1101 17TH ST NW,1101 17TH ST NW 602,Y
"Hartman-Cox Architects, LLP","1074 THOMAS JEFFERSON STREET NW, , WASHINGTON, DC / 2023336446",LSX1776112013,"LRB, SBE, LBE",gdavidson@hartmancox.com,11/18/2013,Graham Davidson / 2023336446,1074 THOMAS JEFFERSON ST NW,1074 THOMAS JEFFERSON ST NW ,N
HAWK CONTRACTORS,"1818 NEW YORK AVENUE NE, , WASHINGTON, DC / 2026350060",LSDZ18172022014,"DZE, DBE, SBE, LBE",lamondhawkins@yahoo.com,2/10/2014,Lamond Hawkins / 2024386997,1818 NEW YORK AV NE,1818 NEW YORK AV NE ,N
"Hawkins Electrical Construction of Washington, D.C., LLC","3303 A STANTON ROAD SE, Unit J, WASHINGTON, DC / 2026961800",LSZ35783122014,"DZE, SBE, LBE",eric@HECofDC.com,12/5/2014,Eric Shatzer / 2025589283,3303 A STANTON RD SE,3303 A STANTON RD SE ,N
"Hawley-Thomas Enterprises, Inc d.b.a Walton- Thomas International","818 18TH STREET NW, Suite 600, WASHINGTON, DC / 2022233938",LSD88337102013,"DBE, SBE, LBE",chris@waltonthomas.com,10/14/2013,Christopher Hawley / 2022233938,818 18TH ST NW,818 18TH ST NW 600,Y
"Haynes Enterprises Consulting Services, Inc.","3321 HIGHWOOD DRIVE SE, , WASHINGTON, DC / 2025812712",LSDR28897062013,"ROB, DBE, SBE, LBE",haynesfrnkln@aol.com,6/24/2013,Jessica Franklin / 2022462090,3321 HIGHWOOD DR SE,3321 HIGHWOOD DR SE ,N
Healthcare Services Development Corporation,"1329 EMERALD STREET NE, , WASHINGTON, DC / 2023962150",LSDZXR25844042013,"ROB, LRB, DZE, DBE, SBE, LBE",gbbaxley@comcast.net,4/8/2013,Gladys B. Baxley Ph.D. / 2023962150,1329 EMERALD ST NE,1329 EMERALD ST NE ,N
HealthIT 2 Business Solutions LLC,"8112 EASTERN AVENUE NW, , WASHINGTON, DC / 2025905051",LSDR68966012014,"ROB, DBE, SBE, LBE",dasarath@hit2bs.com,1/21/2014,Dasarath Kiridena / 2025905051,8112 EERN AV NW,8112 EERN AV NW ,N
Heavy Henrys,"2401 MARTIN LUTHER KING JR AVENUE SE, , WASHINGTON, DC / 2028893300",LSDZ62970112014,"DZE, DBE, SBE, LBE",HeavyHenrysHelps@yahoo.com,11/2/2014,Brian PALMER / 7039632312,2401 MARTIN LUTHER KING JR AV SE,2401 MARTIN LUTHER KING JR AV SE ,N
"HEGA Construction Co., Inc.","229 FLORIDA AVENUE NW, , WASHINGTON, DC / 2022690599",LSDZ78452052014,"DZE, DBE, SBE, LBE",HEGAMH@GMAIL.COM,5/25/2014,Maria Garcia / 2022690599,229 FLORIDA AV NW,229 FLORIDA AV NW ,N
"Held Enloe & Associates, LLC","1140 CONNECTICUT AVENUE NW, SUITE 609, WASHINGTON, DC / 2028224620",LSR77914122014,"ROB, SBE, LBE",lenloe@heldenloe.com,12/20/2014,Lisa Enloe / 2028224620,1140 CONNECTICUT AV NW,1140 CONNECTICUT AV NW 609,Y
"Heller and Metzger, P.C.","11 DUPONT CIRCLE NW, 550, WASHINGTON, DC / 2023642222",LSX65806092014,"LRB, SBE, LBE",lthorwart@hellerandmetzger.com,9/28/2014,Barbara Heller / 2023642222,11 DUPONT CIRCLE NW,11 DUPONT CIRCLE NW 550,Y
HelloWallet LLC,"2121 WARD COURT NW, , WASHINGTON, DC / 2028035280",LSZ80866092014,"DZE, SBE, LBE",vendor@hellowallet.com,9/14/2014,Aaron Benway / 8665543556,2121 WARD CT NW,2121 WARD CT NW ,N
henrys soul cafe,"317 K STREET NW, , WASHINGTON, DC / 2024777685",LSDZ70300022014,"DZE, DBE, SBE, LBE",bernardebrooks@aol.com,2/24/2014,bernard brooks / 2024777685,317 K ST NW,317 K ST NW ,N
Hickok Cole Architects,"1023 31ST STREET NW, , WASHINGTON, DC / 2026679776",LSR76668042013,"ROB, SBE, LBE",jbisch@hickokcole.com,4/29/2013,Yolanda Cole / 2026679776,1023 31ST ST NW,1023 31ST ST NW ,N
"Hire IT People, LLC","1761 S STREET NW, Unit LL4, WASHINGTON, DC / 2025881841",LS80733012015,"SBE, LBE",contracts@hireitpeople.com,1/11/2015,Dan Nandan / 2025881841,1761 S ST NW,1761 S ST NW 4,Y
Hi-Tech Printing Services LLC,"318 10TH STREET NE, , WASHINGTON, DC / 2023029476",LS55547052014,"SBE, LBE",kellyhitechprinting@gmail.com,5/4/2014,Kelly Simon /,318 10TH ST NE,318 10TH ST NE ,N
"Hi-Tech Solutions, Inc. (HTSI)","1300 PENNSYLVANIA AVENUE NW, Suite 700, WASHINGTON, DC / 2022897888",LSZ58867042013,"DZE, SBE, LBE",linda@htsimail.com,4/29/2013,Masoumeh Mirhady / 2022897888,1300 PENNSYLVANIA AV NW,1300 PENNSYLVANIA AV NW 700,Y
"Holder Enterprises, Inc.","457 RIDGE STREET NW, , WASHINGTON, DC / 2023479545",LSDZ74469072013,"DZE, DBE, SBE, LBE",sholder@holderenterprises.net,7/15/2013,Selwyn Holder / 2026154383,457 RIDGE ST NW,457 RIDGE ST NW ,N
"Holland Enterprises, LLC","1201 CONNECTICUT AVENUE NW, Suite 225, WASHINGTON, DC / 2022857301",LSDR32133092014,"ROB, DBE, SBE, LBE",ERIC.HOLLAND@kellogg.com,9/6/2014,Eric Holland / 2022857301,1201 CONNECTICUT AV NW,1201 CONNECTICUT AV NW 225,Y
"Home Remedies Real Estate Consultants, LLC","1801 MARYLAND AVENUE NE, Unit 2, WASHINGTON, DC / 2026800026",LSDZR92575022015,"ROB, DZE, DBE, SBE, LBE",info@thehrllc.com,2/8/2015,RaSaun Murphy / 2026800026,1801 MARYLAND AV NE,1801 MARYLAND AV NE 2,Y
Hopeday LLC,"2421 PENNSYLVANIA AVENUE NW, , WASHINGTON, DC / 2026847381",LSDZR341072013,"ROB, DZE, DBE, SBE, LBE",hopeday@hopedayimprovements.com,7/22/2013,John Garces / 2023160006,2421 PENNSYLVANIA AV NW,2421 PENNSYLVANIA AV NW ,N
"Horizon Hill Ventures, LLC","4910 MASSACHUSETTS AVENUE NW, , WASHINGTON, DC / 2022881487",LS67029122014,"SBE, LBE",josh@jdjinvestments.com,12/31/2014,Josh Dworken / 2022881487,4910 MASSACHUSETTS AV NW,4910 MASSACHUSETTS AV NW ,N
Horton & Barber Construction Services LLC,"3127 MARTIN LUTHER KING JR AVENUE SE, , WASHINGTON, DC / 2023730433",LSZR8562052013,"ROB, DZE, SBE, LBE",hermanbarber@hortonbarberllc.com,5/27/2013,Paul Horton / 2023730433,3127 MARTIN LUTHER KING JR AV SE,3127 MARTIN LUTHER KING JR AV SE ,N
HR General Maintenance Corporation,"2021 SHANNON PLACE SE, , WASHINGTON, DC / 2028898400",LSZX93537012014,"LRB, DZE, SBE, LBE",rachna@hrgm.com,1/21/2014,Ramesh Butani / 2028898400,2021 SHANNON PLACE SE,2021 SHANNON PLACE SE ,N
"HRY Design, LLC","1525 8TH STREET NW, , WASHINGTON, DC / 2025586715",LSDZR23343072013,"ROB, DZE, DBE, SBE, LBE",gmc0508@aol.com,7/29/2013,Gerry Coates / 2404321919,1525 8TH ST NW,1525 8TH ST NW ,N
"HS Solutions, LLC","1150 K STREET NW, #509, WASHINGTON, DC / 2028425483",LSZR66912082013,"ROB, DZE, SBE, LBE",hsin@hssolutions-llc.com,8/12/2013,Jack Hsin / 2026521040,1150 K ST NW,1150 K ST NW 509,Y
"HSA, Inc.","1818 NEW YORK AVENUE NE, Suite 106, WASHINGTON, DC / 2022696110",LSDZ8175072014,"DZE, DBE, SBE, LBE",Harish.Senapathy@hsainc.biz,7/25/2014,Harish Senapathy / 2022696110,1818 NEW YORK AV NE,1818 NEW YORK AV NE 106,Y
"HUE INNOVATIONS, INC","3020 ADAMS STREET NE, 3020 ADAMS ST NE, WASHINGTON, DC / 2022411119",LSZRV45012072013,"VOB, ROB, DZE, SBE, LBE",hue.innovations@gmail.com,7/22/2013,YULANDRAUL SIMPSON / 2024361047,3020 ADAMS ST NE,3020 ADAMS ST NE 3020,Y
"Hugee, Corporation","1818 NEW YORK AVENUE NE, 208-D, WASHINGTON, DC / 2026361041",LSDZ11898082013,"DZE, DBE, SBE, LBE",Hugeehugeeair@aol.com,8/8/2013,Perry Hugee / 2026361041,1818 NEW YORK AV NE,1818 NEW YORK AV NE 208,Y
"Hugh and Associates, Inc.","515 M STREET SE, Suite 103, WASHINGTON, DC / 2024790031",LSDRV3054122014,"VOB, ROB, DBE, SBE, LBE",vgilkes@hughassociates.com,12/28/2014,Victor Gilkes / 2024790031,515 M ST SE,515 M ST SE 103,Y
Hunt Laudi Studio,"1504 SWANN STREET NW, , WASHINGTON, DC / 2029861182",LSDZR91032032014,"ROB, DZE, DBE, SBE, LBE",llaudi@huntlaudistudio.com,3/9/2014,Lucrecia Laudi / 2029861182,1504 SWANN ST NW,1504 SWANN ST NW ,N
Hunt Partners LLC,"1325 INDEPENDENCE AVENUE SE, , WASHINGTON, DC / 2023201611",LSR22955102013,"ROB, SBE, LBE",vellotron@gmail.com,10/21/2013,Matthew Hunt /,1325 INDEPENDENCE AV SE,1325 INDEPENDENCE AV SE ,N
"Hybrid Investments, LLC","2027 MARTIN LUTHER KING JR AVENUE SE, Suite 103, WASHINGTON, DC / 2024498638",LSDZ9004042013,"DZE, DBE, SBE, LBE",rholmes@hybridmnd.com,4/29/2013,Renee Holmes / 2024505134,2027 MARTIN LUTHER KING JR AV SE,2027 MARTIN LUTHER KING JR AV SE 103,Y
"I & B Associates, Inc.","2625 EVARTS STREET NE, , WASHINGTON, DC / 2022692761",LSDZ34316042014,"DZE, DBE, SBE, LBE",iandbassoc@aol.com,4/9/2014,Harvey Brackett / 2022692761,2625 EVARTS ST NE,2625 EVARTS ST NE ,N
I.S. Enterprises,"1324 H STREET NE, , WASHINGTON, DC / 2023886799",LS25758052013,"SBE, LBE",eddie@isenterprises.net,5/27/2013,Eduardo Migues / 2023886799,1324 H ST NE,1324 H ST NE ,N
IBF Development LLC,"5335 WISCONSIN AVENUE NW, Suite 440, WASHINGTON, DC / 8887008984",LSR69613072014,"ROB, SBE, LBE",rob@ibfdevelopment.com,7/20/2014,Robert Richardson / 8887008984,5335 WISCONSIN AV NW,5335 WISCONSIN AV NW 440,Y
