Company Name,Business Structure,Certification Categories,Company Status,Email Address (Public Contact),Expiration Date,NIGP Codes
,,,,,,"Community Development Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Housing Consulting,"
,,,,,,"Management Consulting,"
,,,,,,"Real Estate/Land Consulting (Including Land Survey Consulting),"
,,,,,,"Urban Planning Consulting,"
,,,,,,"Building and Facilities Management Services,"
,,,,,,"Construction Management Services,"
,,,,,,"Project Management Services,"
,,,,,,"Property Management Services,"
,,,,,,"Real Estate Management Services (To include Listing and Sales Services),"
,,,,,,"Land, Rental or Lease,"
,,,,,,"Office Space Rental or Lease,"
,,,,,,"Residential Space Rental or Lease,"
,,,,,,"Warehouse Rental or Lease,"
,,,,,,"Real Estate (Incl. Buildings, Houses, Land, etc),"
,,,,,,"MARKETING, REAL ESTATE, SURPLUS"
"E.R. Bacon Development, LLC",Limited Liability Corporation,"ROB, DBE, SBE, LBE",Active,ebacon@erbacondevelopment.com,11/9/14,"Real Estate: Land and Improvements,"
,,,,,,"Real Estate/Land Consulting (Including Land Survey Consulting),"
,,,,,,"Real Estate (Incl. Buildings, Houses, Land, etc)"
"Accurate Conceptions, LLC",Limited Liability Corporation,"ROB, DZE, DBE, SBE, LBE",Active,aclarke@accurateconceptions.com,8/16/14,"EDI (Electronic Data Interchange) Value Added Network (VAN) Services,"
,,,,,,"Information Highway Electronic Services (Internet, World Wide Web, etc.),"
,,,,,,"HOSTING SERVICES, WEB SITE,"
,,,,,,"Web Page Design and/or Management Services,"
,,,,,,"Accounting/Auditing/Budget Consulting,"
,,,,,,"CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING,"
,,,,,,"Computer Network Consulting,"
,,,,,,"Applications Software (For Main Frame Systems),"
,,,,,,"Applications Software for Microcomputer Systems: Business, Mathematical/Statistical, Medical, Scientific, etc.,"
,,,,,,"Applications Software (For Minicomputer Systems),"
,,,,,,"Networking Services (Including Installation, Security, and Maintenance ),"
,,,,,,"PROGRAMMING FOR DATABASE WEB DEVELOPMENT ENVIRONMENT (HTML, XML),"
,,,,,,"PROGRAMMING IN IBM COMPATIBLE PC, NOVEL NETWARE AND NT NETWORK OPERATING SYSTEMS, CLIENT SERVER ENVIRONMENT,"
,,,,,,"Financial Services (Not Otherwise Classified),"
,,,,,,Professional Services (Not Otherwise Classified)
"Team Consulting, Inc.",Corporation,"DZE, DBE, SBE, LBE",Active,bruce@theteamconsulting.com,6/1/14,"Engineering Services, Non-Licensed (Not Otherwise Classified),"
,,,,,,"Construction, Curb and Gutter (Includes Maintenance, Repair, and Removal),"
,,,,,,"Paving/Resurfacing, Alley and Parking Lot,"
,,,,,,"Paving/Resurfacing, Highway and Road,"
,,,,,,"Computer Hardware Consulting,"
,,,,,,"CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING,"
,,,,,,"Computer Software Consulting,"
,,,,,,"CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,"
,,,,,,"Computer Network Consulting,"
,,,,,,"Construction Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Engineering Consulting,"
,,,,,,"Software Maintenance/Support,"
,,,,,,"Business Management Services,"
,,,,,,Computer Management Services
"CDDI, LLC",Limited Liability Corporation,"DZE, DBE, SBE, LBE",Active,chen@cddi.net,7/17/14,"Landscape Architecture,"
,,,,,,"Land Development and Planning - Architectural,"
,,,,,,"Planning, Site (Installation and Project),"
,,,,,,"Geotechnical - Soils,"
,,,,,,"GEOTECHNICAL FOUNDATION DRILL SERVICES,"
,,,,,,"CONSULTING SERVICES,"
,,,,,,"Community Development Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Engineering Consulting,"
,,,,,,"CONSULTING SERVICES, CIVIL ENGINEER,"
,,,,,,"Civil Engineering,"
,,,,,,"Geotechnical Engineering,"
,,,,,,"Global Positioning Systems Surveying Services,"
,,,,,,"Mapping Services (Including Cartography and Surveying Services, Not Aerial)(See 920-33 for Digitized Mapping Services) and 905-10 for Aerial Mapping and Survey Services),"
,,,,,,Digital Printing from an Ink Jet Plotter
"Unity Construction of D.C., Inc.",Corporation,"ROB, LRB, DZE, DBE, SBE, LBE",Active,ojmoore@unitycms.com,8/8/13,"COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS,"
,,,,,,"Database Software,"
,,,,,,"Project Management,"
,,,,,,"Database,"
,,,,,,"Project Management,"
,,,,,,"Communications Cable,"
,,,,,,"ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),"
,,,,,,"ELECTRONIC EQUIPMENT, COMPONENTS, PARTS, AND ACCESSORIES (SEE CLASS 730 FOR TESTING OR ANALYZING TYPE),"
,,,,,,"Security Systems and Equipment, Communications,"
,,,,,,"Wide Area Telecommunications Services (WATS); Autovon,"
,,,,,,"Video and Audio Systems, Accessories and Parts (Closed Circuit TV) (Including Surveillance Type),"
,,,,,,"Lighting Systems, Complete,"
,,,,,,"Audio Visual Equipment and Supplies (Not Otherwise Classified),"
,,,,,,"Telecommunications Systems (Telephone, Radio, etc.) - Architectural,"
,,,,,,"CONSTRUCTION SERVICES, GENERAL (INCL. MAINTENANCE AND REPAIR SERVICES),"
,,,,,,"Maintenance and Repair, Utility/Underground Projects,"
,,,,,,"Telecommunication Services (Not Otherwise Classified),"
,,,,,,"CONSULTING SERVICES,"
,,,,,,"Computer Hardware Consulting,"
,,,,,,"CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING,"
,,,,,,"Computer Software Consulting,"
,,,,,,"CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,"
,,,,,,"Computer Network Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Management Consulting,"
,,,,,,"Strategic Technology Planning and Consulting Services,"
,,,,,,"Telecommunications Consulting,"
,,,,,,"DATA PROCESSING, COMPUTER, PROGRAMMING, AND SOFTWARE SERVICES,"
,,,,,,"Applications Software (For Main Frame Systems),"
,,,,,,"Applications Software for Microcomputer Systems: Business, Mathematical/Statistical, Medical, Scientific, etc.,"
,,,,,,"Applications Software (For Minicomputer Systems),"
,,,,,,"Data Conversion Services,"
,,,,,,"Installation of Computers, Peripherals, and Related Equipment (Including Software),"
,,,,,,"Mapping Services, Digitized, Cartography (See 962-52 for Standard Mapping Services),"
,,,,,,"Networking Services (Including Installation, Security, and Maintenance ),"
,,,,,,"Programming Services, Computer,"
,,,,,,"Software Maintenance/Support,"
,,,,,,"Software Updating Services,"
,,,,,,"Training, Computer Based (Software Supported),"
,,,,,,"Audio-Visual Equipment Maintenance and Repair,"
,,,,,,"Case Management,"
,,,,,,"Computer Management Services,"
,,,,,,"Construction Management Services,"
,,,,,,"Project Management Services,"
,,,,,,"MISCELLANEOUS SERVICES, NO. 1 (NOT OTHERWISE CLASSIFIED),"
,,,,,,"Cost Estimating,"
,,,,,,"Program/Project Development and Management Services,"
,,,,,,"Non-Professional Services (Not Otherwise Classified),"
,,,,,,"MISCELLANEOUS SERVICES, NO. 2 (NOT OTHERWISE CLASSIFIED),"
,,,,,,"Cable Construction, Installation and Maintenance (Fiber Optic, Communication, Computer, etc.),"
,,,,,,"Installation and Removal Services (Not Otherwise Classified),"
,,,,,,"Professional Services (Not Otherwise Classified),"
,,,,,,"Lighting Services for Parks, Athletic Fields, Parking Lots, etc."
"Held Enloe & Associates, LLC",Limited Liability Corporation,"ROB, SBE, LBE",Active,lenloe@heldenloe.com,12/20/14,"Buildings, Structures and Components Consulting,"
,,,,,,"Business Consulting, Small,"
,,,,,,"Business Consulting, Large,"
,,,,,,"Construction Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Management Consulting,"
,,,,,,"Quality Assurance/Control Consulting,"
,,,,,,"General Construction: Management, Scheduling, Cost Estimation - Engineering,"
,,,,,,Construction Management Services
"Haynes Enterprises Consulting Services, Inc.",Corporation,"ROB, DBE, SBE, LBE",Active,haynesfrnkln@aol.com,6/24/13,"CONSULTING SERVICES,"
,,,,,,"Community Development Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Housing Consulting,"
,,,,,,Real Estate/Land Consulting (Including Land Survey Consulting)
"Eason Associates, Inc.",Corporation,"SBE, LBE",Active,becky@easonassociates.com,8/8/13,"Desktop Publishing,"
,,,,,,"Graphics: Clip Art, Demos, Presentation, Slide Shows, etc.,"
,,,,,,"Computer Aided Design,"
,,,,,,"Desktop Publishing,"
,,,,,,"Graphics: Clip Art, Demos, Presentation, Slide Shows, etc.,"
,,,,,,"Banners, Pennants, and Decorative Fans, Drapes, and Pull Downs,"
,,,,,,"Books, Directories, Magazines, Pamphlets, Publications, Reprints, etc.,"
,,,,,,"Display, Exhibit, and Promotional Materials,"
,,,,,,"Designing Services,"
,,,,,,"Advertising Agency Services,"
,,,,,,"Advertising (Notice of Bid Solicitation),"
,,,,,,"Advertising/Public Relations (Incl. Skywriting),"
,,,,,,"Advertising, Outdoor Billboard, etc.,"
,,,,,,"Graphic Arts Services (Not Printing),"
,,,,,,"Computer Aided Design Services,"
,,,,,,"Artists,"
,,,,,,"Marketing Services (Incl. Distribution, Research, Sales Promotions, etc.),"
,,,,,,"Desk Top Publishing Services,"
,,,,,,PRINTING AND TYPESETTING SERVICES
"The Triage Group, LLC",Limited Liability Corporation,"DZE, DBE, SBE, LBE",Active,stephanp@triagegroup.com,12/20/14,"Project Management,"
,,,,,,"Project Management,"
,,,,,,"CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING,"
,,,,,,"CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Strategic Technology Planning and Consulting Services,"
,,,,,,"Business Management Services,"
,,,,,,"Project Management Services,"
,,,,,,"Cost Estimating,"
,,,,,,"Program/Project Development and Management Services,"
,,,,,,Disaster Preparedness/Emergency Planning Services
"SK&A Structural Engineers, PLLC",Limited Liability Corporation,"SBE, LBE",Active,skadc@skaengineers.com,7/3/14,"Engineering Consulting,"
,,,,,,"CONSULTING SERVICES, CIVIL ENGINEER,"
,,,,,,"ENGINEERING SERVICES, PROFESSIONAL,"
,,,,,,Structural Engineering
"Urban Development Ventures, LLC",Limited Liability Corporation,"ROB, DBE, SBE, LBE",Active,lbattle@urbanventures.us,10/5/14,"Real Estate: Land and Improvements,"
,,,,,,"Real Estate/Land Consulting (Including Land Survey Consulting),"
,,,,,,"ACCESS ON-LINE REAL ESTATE DATA SERVICES,"
,,,,,,"Appraisal Services, Real Estate,"
,,,,,,"Slum Redevelopment Services,"
,,,,,,"Urban and Regional Development Services,"
,,,,,,"Real Estate Management Services (To include Listing and Sales Services),"
,,,,,,"Economic Development, Domestic and Foreign,"
,,,,,,"Program/Project Development and Management Services,"
,,,,,,"Real Estate (Incl. Buildings, Houses, Land, etc),"
,,,,,,"MARKETING, REAL ESTATE, SURPLUS"
mizell Travel Agency,Corporation,"ROB, SBE, LBE",Active,omizell@aol.com,5/20/15,"Transportation Consulting,"
,,,,,,"Travel Management Services,"
,,,,,,"Travel Agency Services,"
,,,,,,"Travel, Non-Local (Scheduled and Unscheduled), Provided by Third Party (Incl. Commercial Airplane Travel and Helicopter Services)"
"PoliHire Strategy, LLC",Limited Liability Corporation,"DZE, DBE, SBE, LBE",Active,kenyatta@polihire.com,2/28/15,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Human Resources Consulting,"
,,,,,,"Management Consulting,"
,,,,,,"Personnel/Employment Consulting,"
,,,,,,"Business Management Services,"
,,,,,,"Personnel Management Services,"
,,,,,,"Administrative Services, All Kinds (Incl. Clerical, Secretarial Services, etc.),"
,,,,,,"Employment Agency and Search Firm Services (Including Background Investigations and Drug Testing for Employment),"
,,,,,,"EMPLOYMENT AGENCY SERVICES FOR THE HIRING OF TEMPORARY PERSONNEL,"
,,,,,,EXECUTIVE JOB SEARCH FIRM SERVICES
"Toni Thomas Associates, Inc.",Corporation,"DZE, DBE, SBE, LBE",Active,imtonit@aol.com,4/3/15,"Project Management,"
,,,,,,"Community Development Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Governmental Consulting,"
,,,,,,"Housing Consulting,"
,,,,,,"Management Consulting,"
,,,,,,"Organizational Development Consulting,"
,,,,,,"Security/Safety Consulting,"
,,,,,,"Networking Services (Including Installation, Security, and Maintenance ),"
,,,,,,"Business Management Services,"
,,,,,,"Support Services, Management,"
,,,,,,"Project Management Services,"
,,,,,,"Program/Project Development and Management Services,"
,,,,,,"Professional Services (Not Otherwise Classified),"
,,,,,,Guard and Security Services
BMT Consulting Inc,Corporation,"VOB, ROB, SBE, LBE",Active,wmherbert@aol.com,4/19/15,"Accounting/Auditing/Budget Consulting,"
,,,,,,"CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING,"
,,,,,,"Human Resources Consulting,"
,,,,,,"Software Maintenance/Support,"
,,,,,,"Software Updating Services,"
,,,,,,"Accounting and Billing Services (Including Payroll Services),"
,,,,,,Financial Services (Not Otherwise Classified)
XzoTech Sign & Display dba FASTSIGNS,Limited Liability Corporation,"ROB, DZE, DBE, SBE, LBE",Active,howard.james@fastsigns.com,8/29/13,"PANELS, LAY-IN, PLASTIC ACRYLIC FINISH, SPECIAL HIGH-LOSS, SCRUBBABLE, VARIOUS DESIGN PATTERNS, MEETING FEDERAL SPECIFICATION SS-S-118B.,"
,,,,,,"PANELS, LAY-IN, VINYL LATEX PAINT FINISH, VARIOUS DESIGN PATTERNS, MEETING FEDERAL SPECIFICATION SS-S-118B.,"
,,,,,,"Information Display Systems, Flight (F.I.D.S. - Airport),"
,,,,,,"AMUSEMENT, DECORATIONS, ENTERTAINMENT, GIFTS, TOYS, ETC.,"
,,,,,,"Cards, Greeting (Including Recycled Types),"
,,,,,,"Carnival and Fair Equipment, Accessories and Supplies,"
,,,,,,"Decorations: Christmas, Party, etc.,"
,,,,,,"Gifts,"
,,,,,,"PACKS, GIFT,"
,,,,,,"Novelties and Advertising Specialty Products,"
,,,,,,"AUTOMOBILE RELATED ITEMS, IMPRINTED,"
,,,,,,"BAGS: IMPRINTED, PRINTED OR SCREEN PRINTED,"
,,,,,,"CALCULATORS, SILK-SCREENED,"
,,,,,,"CARD CASES, NOTECASES, AND NOTEPAD HOLDERS (IMPRINTED),"
,,,,,,"CLOCKS, IMPRINTED,"
,,,,,,"FLASHLIGHTS, IMPRINTED,"
,,,,,,"GIFT SETS, IMPRINTED,"
,,,,,,"GLASS AND CERAMICS, ETCHED OR SCREEN PRINTED,"
,,,,,,"KEYCHAINS, IMPRINTED OR STAMPED,"
,,,,,,"PENS AND PENCILS, IMPRINTED,"
,,,,,,"PINS, IMPRINTED,"
,,,,,,"Paper, Crepe,"
,,,,,,"Replicas: Food, Fruit, etc.,"
,,,,,,"Souvenirs: Promotional, Advertising, etc.,"
,,,,,,"Photographs,"
,,,,,,"ENLARGEMENTS, PHOTOGRAPHIC, DRY MOUNTED IN WALNUT FRAMES, W/ACRYLIC OR NON-GLARE GLASS,"
,,,,,,"Posters and Prints (Not Originals),"
,,,,,,"PRINTS, FRAMED MOTIVATIONAL, 22 IN. X 28 IN.,"
,,,,,,"Wood Carvings and Woodcuts,"
,,,,,,"Badges and Emblems, Metal: Cap, Game Wardens', Officers', Service Awards, Uniform, etc.,"
,,,,,,"BADGES, CAP, UNIFORM,"
,,,,,,"BADGES, SECURITY OFFICER,"
,,,,,,"BADGES, NAMEPLATES, CLUTCHBACK FASTENERS,"
,,,,,,"BADGES, SHIRT, UNIFORM,"
,,,,,,"EMBLEMS AND INSIGNIAS, POLICE,"
,,,,,,"INSIGNIAS, SHOULDER,"
,,,,,,"INSIGNIA, COLLAR PIN,"
,,,,,,"Card Holders, All Types (See Class 578 for Metal),"
,,,,,,"HOLDER, BADGE, PLASTIC,"
,,,,,,"HOLDERS, CARD (ALL KINDS),"
,,,,,,"HOLDER, CERTIFICATE,"
,,,,,,"Convention Badges and Name Tags, Adhesive Back,"
,,,,,,"BADGES, GET ACQUAINTED, ADHESIVE,"
,,,,,,"Convention Badges and Name Tags, Nonadhesive type,"
,,,,,,"BADGES, CONVENTION,"
,,,,,,"Fasteners (For Badges, etc.): Metal, Plastic, etc.,"
,,,,,,"CLIPS, NAME BADGE,"
,,,,,,"REEL, SECURITY BADGE, RETRACTABLE, ROUND,"
,,,,,,"STRAP, PLASTIC, FOR I.D. BADGES,"
,,,,,,"Folders, Presentation,"
,,,,,,"Nameplates, Metal, Adhesive Back,"
,,,,,,"NAMEPLATES, METAL, ADHESIVE BACK,"
,,,,,,"Nameplates, Metal, Nonadhesive,"
,,,,,,"NAMEPLATES, METAL, NONADHESIVE,"
,,,,,,"Nameplates, Plastic,"
,,,,,,"NAMEPLATES, PLASTIC,"
,,,,,,"Nameplates, Specialty (Including Clocks, Logos, Pen/Pencil Sets, etc.),"
,,,,,,"Ribbons and Rosettes (Awards),"
,,,,,,"Recycled Awards, Convention Items, Trophies, etc.,"
,,,,,,"Service Awards, Specialty Type,"
,,,,,,"CALCULATORS AND SETS, SERVICE AWARD,"
,,,,,,"COASTER SETS, SERVICE AWARD,"
,,,,,,"FLASHLIGHTS, SERVICE AWARD,"
,,,,,,"HOLDERS, MEMO, SERVICE AWARD,"
,,,,,,"KEYCHAINS, SERVICE AWARD,"
,,,,,,"OFFICE START-UP KITS, SERVICE AWARD,"
,,,,,,"PAPERWEIGHTS, SERVICE AWARD,"
,,,,,,"PENCILS, TWIST TYPE, SERVICE AWARD,"
,,,,,,"PLAQUE, SERVICE AWARD, PRE-DRILLED WOODEN BASE, W/SIMULATED WALNUT GRAIN OVERLAY OR BLACK MARBLE FINISH,"
,,,,,,"PENS AND PENCILS, SPECIALTY, ASSORTED, LOGO AND/OR NAME ENGRAVED,"
,,,,,,"RULERS, SERVICE AWARD,"
,,,,,,"SABER, GOLDEN, SERVICE AWARD,"
,,,,,,"Tags: Luggage, Security, Identification,"
,,,,,,"Tags, Metal, Adhesive Back: Inventory, Property, Tool, etc.,"
,,,,,,"Tags, Metal, Nonadhesive: Inventory, Property, Skiff, Seine Trawl, etc.,"
,,,,,,"INVENTORY TAGS, NON-ADHESIVE,"
,,,,,,"TAGS, MISCELLANEOUS,"
,,,,,,"PLATES, PERMIT, METAL,"
,,,,,,"Tags, Pet Identification,"
,,,,,,"Trophies, Plaques, Awards, Certificates, etc. (Not Otherwise Classified),"
,,,,,,"MERCHANDISER, DISPLAY, HEATED, UL AND NSF LISTED,"
,,,,,,"Cameras, Digital, For Windows (Including Liquid Crystal Display),"
,,,,,,"Plotters, Graphic,"
,,,,,,"Printers, Digital,"
,,,,,,"PRINTERS, DIGITAL,"
,,,,,,"LABELS, LASER PRINTER,"
,,,,,,"Computer Aided Design and Vectorization Software,"
,,,,,,"Decals, Screen Printed,"
,,,,,,"DECAL MATERIAL, FLUORESCENT VINYL (NON-REFLECTIVE),"
,,,,,,"DECALS, ADHESIVE, PRESSURE SENSITIVE,"
,,,,,,"DECALS, LETTER, PREMASKED,"
,,,,,,"DECALS, NUMERAL, PREMASKED,"
,,,,,,"DECALS, NUMERAL, PREMASKED, NON-REFLECTIVE, HELVETICA MEDIUM STYLE,"
,,,,,,"DECALS, SYMBOL,"
,,,,,,"DECALS, PRESSURE SENSITIVE, BLACK PRINTING, TIRE INFLATION, SIZE 1-1/2 IN. X 2 IN.,"
,,,,,,"DECALS, TAPE, PRESSURE SENSITIVE, PREMASKED AND PRESPACED,"
,,,,,,"DECALS, PRESSURE SENSITIVE, VINYL,"
,,,,,,"DECALS, VEHICLE,"
,,,,,,"Inventory and Other Small Decals,"
,,,,,,"DECALS, FIRST AID, TRIANGULAR SHAPED, EMERGENCY INFORMATION ENCLOSED,"
,,,,,,"DECALS, INFORMATIONAL, PRESSURE SENSITIVE,"
,,,,,,"DECALS, LABEL, PRESSURE SENSITIVE, SLIDE-OFF,"
,,,,,,"License Plate Decals,"
,,,,,,"DECALS, LICENSE PLATE, MISCELLANEOUS,"
,,,,,,"DECALS, LICENSE PLATE, GROSS VEHICLE WEIGHT TAGS,"
,,,,,,"DECALS, LICENSE PLATE, GROSS VEHICLE WEIGHT TAGS, MONTHLY,"
,,,,,,"Liquor Stamps, Numbered,"
,,,,,,"Tax Stamps (Other Than Cigarette and Liquor), Numbered and Un-Numbered,"
,,,,,,"Windshield Decals, Not Numbered,"
,,,,,,"Windshield Decals, Numbered,"
,,,,,,"Duplicators: Blue Print, Brown Print, Diazo Process, White Print, etc.,"
,,,,,,"GATES, METAL FENCE, SINGLE PANEL, ELL BRACED FRAME DESIGN (ALL CORNERS), ALUMINUM OR STEEL MATERIAL, MOUNTED BY RIVITS OR BOLTS, GALVANIZED FRAME, FABRIC AND FITTINGS, 2 IN. O.D. FRAME, 6 GAUGE FABRIC, KNUCKLE AND TWISTED SELVAGE, 3/8 IN. STEEL TRUSS ROD,"
,,,,,,"First Aid and Safety Teaching Equipment and Supplies: Charts, Manuals, Posters, Safety Placards, Safety Training Videos, etc.,"
,,,,,,"PLACARDS, HAZARD IDENTIFICATION, REFLECTIVE FILM, 3M SCOTCHLITE OR EQUAL,"
,,,,,,"PLACARDS, SAFETY,"
,,,,,,"FLAGS, FLAG POLES, BANNERS, AND ACCESSORIES,"
,,,,,,"Banners, Pennants, and Decorative Fans, Drapes, and Pull Downs,"
,,,,,,"BANNERS, STREET POLE, SCREEN PRINTED. THE CONTRACTOR SHALL FURNISH ALL MATERIAL, LABOR, AND EQUIPMENT NECESSARY TO PERFORM THIS WORK.,"
,,,,,,"BANNERS, MINI, STREET POLE, SCREEN PRINTED. THE CONTRACTOR SHALL FURNISH ALL MATERIAL, LABOR, AND EQUIPMENT NECESSARY TO PERFORM THIS WORK.,"
,,,,,,"Flag Accessories: Belts, Brackets, Covers, Crosses, Eagles, Holders, Sockets, Spears, Staffs, Stands, and Tassels,"
,,,,,,"SPRINGS, COMPRESSION FOR FLAGSTAFF,"
,,,,,,"STAFFS, FLAG,"
,,,,,,"Flags, County,"
,,,,,,"Flags, International and Special Occasion,"
,,,,,,"Flags: Municipal, School, Departmental, Agency, etc.,"
,,,,,,"Flags, Safety and Warning (any color),"
,,,,,,"FLAGS, SAFETY, RED,"
,,,,,,"FLAGS, SAFETY,"
,,,,,,"FLAGS, HIGHWAY WARNING, RED REFLECTIVE VINYL, W/CROSS PATTERN LIME-YELLOW W/SILVER CENTER STRIPE, REFLECTIVE TAPE ON BOTH SIDES,"
,,,,,,"FLAGS, WARNING, FLAGMAN AHEAD,"
,,,,,,"FLAGS, WARNING, RED/ORANGE, FLUORESCENT,"
,,,,,,"Flags, State and U.S.: Cotton, Nylon, Polyester, and Wool,"
,,,,,,"FLAGS, STATE, COTTON,"
,,,,,,"FLAGS, STATE, NYLON,"
,,,,,,"FLAGS, STATE, TWO PLY POLYESTER,"
,,,,,,"FLAGS, UNITED NATIONS, NYLON,"
,,,,,,"FLAGS, UNITED STATES, COTTON,"
,,,,,,"FLAGS, UNITED STATES, COTTON BUNTING, FLANNEL-LINED POLE HEADING, VELCRO TABS, EMBROIDERED STARS, INDOOR, TO MEET OR EXCEED FEDERAL SPECIFICATION DDD-F-416F,"
,,,,,,"FLAGS, UNITED STATES, NYLON,"
,,,,,,"FLAGS, UNITED STATES, POLYESTER, W/EMBROIDERED STARS ON ALL SIZES THROUGH 10 FT. X 15 FT., SEWN STRIPES, X-BOX REINFORCED FLY ENDS,"
,,,,,,"FLAGS, UNITED STATES, NYLON, FLANNEL-LINED POLE HEADING, VELCRO TABS, WEATHER RESISTANT, EMBROIDERED STARS, INDOOR, TO MEET OR EXCEED FEDERAL SPECIFICATION DDD-F-416F,"
,,,,,,"FLAGS, UNITED STATES, NYLON, HEAVYWEIGHT, FAST DRYING, COLORFAST, SOLID BRASS GROMMETS, EMBROIDERED STARS ON ALL SIZES THROUGH 10 FT. X 15 FT., ALL WEATHER, OUTDOOR, TO MEET OR EXCEED FEDERAL SPECIFICATION DDD-F-416F,"
,,,,,,"Flags, State and U.S. (Presentation): Nylon, Rayon, and Taffeta,"
,,,,,,"FLAGS, PRESENTATION (STATE AND U.S.),"
,,,,,,"Recycled Flags, Banners, and Accessories,"
,,,,,,"Continuous Form Labels, Pressure Sensitive, Stock,"
,,,,,,"LABELS, PRESSURE SENSITIVE, STOCK, ALL LABELS ARE WHITE AND HAVE PERMANENT ADHESIVE UNLESS OTHERWISE DESIGNATED,"
,,,,,,"LABELS, RENEWAL,"
,,,,,,"LABELS, LASER PRINTER,"
,,,,,,"LABELS, MEDICATION/PRESCRIPTION, ADHESIVE,"
